Ruta,Fecha,DiaSemana,Intervalo,Feriado,EventoEspecial,FlujoVehicular,Congestion
Av. la marina,2025-05-04,Domingo,23:00-00:00,no,ninguno,67,bajo
Av. abancay,2025-05-04,Domingo,00:00-01:00,no,ninguno,49,muy bajo
Av. abancay,2025-05-04,Domingo,01:00-02:00,no,ninguno,30,muy bajo
Av. abancay,2025-05-04,Domingo,02:00-03:00,no,ninguno,49,muy bajo
Av. abancay,2025-05-04,Domingo,03:00-04:00,no,ninguno,25,muy bajo
Av. abancay,2025-05-04,Domingo,04:00-05:00,no,ninguno,19,muy bajo
Av. abancay,2025-05-04,Domingo,05:00-06:00,no,ninguno,145,regular
Av. abancay,2025-05-04,Domingo,06:00-07:00,no,ninguno,191,alto
Av. abancay,2025-05-04,Domingo,07:00-08:00,no,ninguno,149,regular
Av. abancay,2025-05-04,Domingo,08:00-09:00,no,ninguno,118,bajo
Av. abancay,2025-05-04,Domingo,09:00-10:00,no,ninguno,171,regular
Av. abancay,2025-05-04,Domingo,10:00-11:00,no,ninguno,117,bajo
Av. abancay,2025-05-04,Domingo,11:00-12:00,no,ninguno,111,bajo
Av. abancay,2025-05-04,Domingo,12:00-13:00,no,ninguno,175,regular
Av. abancay,2025-05-04,Domingo,13:00-14:00,no,ninguno,165,regular
Av. abancay,2025-05-04,Domingo,14:00-15:00,no,ninguno,170,regular
Av. abancay,2025-05-04,Domingo,15:00-16:00,no,ninguno,107,bajo
Av. abancay,2025-05-04,Domingo,16:00-17:00,no,ninguno,115,bajo
Av. abancay,2025-05-04,Domingo,17:00-18:00,no,Partido de Futbol,321,alto
Av. abancay,2025-05-04,Domingo,18:00-19:00,no,Partido de Futbol,208,alto
Av. abancay,2025-05-04,Domingo,19:00-20:00,no,Partido de Futbol,198,alto
Av. abancay,2025-05-04,Domingo,20:00-21:00,no,Partido de Futbol,246,alto
Av. abancay,2025-05-04,Domingo,21:00-22:00,no,ninguno,120,bajo
Av. abancay,2025-05-04,Domingo,22:00-23:00,no,ninguno,144,regular
Av. abancay,2025-05-04,Domingo,23:00-00:00,no,ninguno,106,bajo
Av. mexico,2025-05-04,Domingo,00:00-01:00,no,ninguno,31,muy bajo
Av. mexico,2025-05-04,Domingo,01:00-02:00,no,ninguno,49,muy bajo
Av. mexico,2025-05-04,Domingo,02:00-03:00,no,ninguno,43,muy bajo
Av. mexico,2025-05-04,Domingo,03:00-04:00,no,ninguno,49,muy bajo
Av. mexico,2025-05-04,Domingo,04:00-05:00,no,ninguno,27,muy bajo
Av. mexico,2025-05-04,Domingo,05:00-06:00,no,ninguno,100,bajo
Av. mexico,2025-05-04,Domingo,06:00-07:00,no,ninguno,249,alto
Av. mexico,2025-05-04,Domingo,07:00-08:00,no,ninguno,248,alto
Av. mexico,2025-05-04,Domingo,08:00-09:00,no,ninguno,180,regular
Av. mexico,2025-05-04,Domingo,09:00-10:00,no,ninguno,112,bajo
Av. mexico,2025-05-04,Domingo,10:00-11:00,no,ninguno,123,regular
Av. mexico,2025-05-04,Domingo,11:00-12:00,no,ninguno,97,bajo
Av. mexico,2025-05-04,Domingo,12:00-13:00,no,ninguno,156,regular
Av. mexico,2025-05-04,Domingo,13:00-14:00,no,ninguno,126,regular
Av. mexico,2025-05-04,Domingo,14:00-15:00,no,ninguno,157,regular
Av. mexico,2025-05-04,Domingo,15:00-16:00,no,ninguno,103,bajo
Av. mexico,2025-05-04,Domingo,16:00-17:00,no,ninguno,98,bajo
Av. mexico,2025-05-04,Domingo,17:00-18:00,no,Partido de Futbol,157,regular
Av. mexico,2025-05-04,Domingo,18:00-19:00,no,Partido de Futbol,182,alto
Av. mexico,2025-05-04,Domingo,19:00-20:00,no,Partido de Futbol,314,alto
Av. mexico,2025-05-04,Domingo,20:00-21:00,no,Partido de Futbol,273,alto
Av. mexico,2025-05-04,Domingo,21:00-22:00,no,ninguno,122,regular
Av. mexico,2025-05-04,Domingo,22:00-23:00,no,ninguno,135,regular
Av. mexico,2025-05-04,Domingo,23:00-00:00,no,ninguno,145,regular
Av. argentina,2025-05-04,Domingo,00:00-01:00,no,ninguno,33,muy bajo
Av. argentina,2025-05-04,Domingo,01:00-02:00,no,ninguno,10,muy bajo
Av. argentina,2025-05-04,Domingo,02:00-03:00,no,ninguno,48,muy bajo
Av. argentina,2025-05-04,Domingo,03:00-04:00,no,ninguno,49,muy bajo
Av. argentina,2025-05-04,Domingo,04:00-05:00,no,ninguno,11,muy bajo
Av. argentina,2025-05-04,Domingo,05:00-06:00,no,ninguno,162,regular
Av. argentina,2025-05-04,Domingo,06:00-07:00,no,ninguno,126,regular
Av. argentina,2025-05-04,Domingo,07:00-08:00,no,ninguno,120,bajo
Av. argentina,2025-05-04,Domingo,08:00-09:00,no,ninguno,101,bajo
Av. argentina,2025-05-04,Domingo,09:00-10:00,no,ninguno,161,regular
Av. argentina,2025-05-04,Domingo,10:00-11:00,no,ninguno,114,bajo
Av. argentina,2025-05-04,Domingo,11:00-12:00,no,ninguno,163,regular
Av. argentina,2025-05-04,Domingo,12:00-13:00,no,ninguno,126,regular
Av. argentina,2025-05-04,Domingo,13:00-14:00,no,ninguno,123,regular
Av. argentina,2025-05-04,Domingo,14:00-15:00,no,ninguno,98,bajo
Av. argentina,2025-05-04,Domingo,15:00-16:00,no,ninguno,164,regular
Av. argentina,2025-05-04,Domingo,16:00-17:00,no,ninguno,105,bajo
Av. argentina,2025-05-04,Domingo,17:00-18:00,no,Partido de Futbol,184,alto
Av. argentina,2025-05-04,Domingo,18:00-19:00,no,Partido de Futbol,300,alto
Av. argentina,2025-05-04,Domingo,19:00-20:00,no,Partido de Futbol,175,regular
Av. argentina,2025-05-04,Domingo,20:00-21:00,no,Partido de Futbol,285,alto
Av. argentina,2025-05-04,Domingo,21:00-22:00,no,ninguno,126,regular
Av. argentina,2025-05-04,Domingo,22:00-23:00,no,ninguno,97,bajo
Av. argentina,2025-05-04,Domingo,23:00-00:00,no,ninguno,122,regular
Av. venezuela,2025-05-04,Domingo,00:00-01:00,no,ninguno,19,muy bajo
Av. venezuela,2025-05-04,Domingo,01:00-02:00,no,ninguno,45,muy bajo
Av. venezuela,2025-05-04,Domingo,02:00-03:00,no,ninguno,15,muy bajo
Av. venezuela,2025-05-04,Domingo,03:00-04:00,no,ninguno,37,muy bajo
Av. venezuela,2025-05-04,Domingo,04:00-05:00,no,ninguno,49,muy bajo
Av. venezuela,2025-05-04,Domingo,05:00-06:00,no,ninguno,204,alto
Av. venezuela,2025-05-04,Domingo,06:00-07:00,no,ninguno,112,bajo
Av. venezuela,2025-05-04,Domingo,07:00-08:00,no,ninguno,174,regular
Av. venezuela,2025-05-04,Domingo,08:00-09:00,no,ninguno,168,regular
Av. venezuela,2025-05-04,Domingo,09:00-10:00,no,ninguno,129,regular
Av. venezuela,2025-05-04,Domingo,10:00-11:00,no,ninguno,152,regular
Av. venezuela,2025-05-04,Domingo,11:00-12:00,no,ninguno,167,regular
Av. venezuela,2025-05-04,Domingo,12:00-13:00,no,ninguno,123,regular
Av. venezuela,2025-05-04,Domingo,13:00-14:00,no,ninguno,156,regular
Av. venezuela,2025-05-04,Domingo,14:00-15:00,no,ninguno,167,regular
Av. venezuela,2025-05-04,Domingo,15:00-16:00,no,ninguno,136,regular
Av. venezuela,2025-05-04,Domingo,16:00-17:00,no,ninguno,101,bajo
Av. venezuela,2025-05-04,Domingo,17:00-18:00,no,Partido de Futbol,228,alto
Av. venezuela,2025-05-04,Domingo,18:00-19:00,no,Partido de Futbol,287,alto
Av. venezuela,2025-05-04,Domingo,19:00-20:00,no,Partido de Futbol,256,alto
Av. venezuela,2025-05-04,Domingo,20:00-21:00,no,Partido de Futbol,338,alto
Av. venezuela,2025-05-04,Domingo,21:00-22:00,no,ninguno,98,bajo
Av. venezuela,2025-05-04,Domingo,22:00-23:00,no,ninguno,145,regular
Av. venezuela,2025-05-04,Domingo,23:00-00:00,no,ninguno,127,regular
Av. paseo de la república,2025-05-05,Lunes,00:00-01:00,no,ninguno,35,muy bajo
Av. paseo de la república,2025-05-05,Lunes,01:00-02:00,no,ninguno,44,muy bajo
Av. paseo de la república,2025-05-05,Lunes,02:00-03:00,no,ninguno,36,muy bajo
Av. paseo de la república,2025-05-05,Lunes,03:00-04:00,no,ninguno,12,muy bajo
Av. paseo de la república,2025-05-05,Lunes,04:00-05:00,no,ninguno,29,muy bajo
Av. paseo de la república,2025-05-05,Lunes,05:00-06:00,no,ninguno,232,alto
Av. paseo de la república,2025-05-05,Lunes,06:00-07:00,no,ninguno,201,alto
Av. paseo de la república,2025-05-05,Lunes,07:00-08:00,no,ninguno,202,alto
Av. paseo de la república,2025-05-05,Lunes,08:00-09:00,no,ninguno,164,regular
Av. paseo de la república,2025-05-05,Lunes,09:00-10:00,no,ninguno,132,regular
Av. paseo de la república,2025-05-05,Lunes,10:00-11:00,no,ninguno,175,regular
Av. paseo de la república,2025-05-05,Lunes,11:00-12:00,no,ninguno,116,bajo
Av. paseo de la república,2025-05-05,Lunes,12:00-13:00,no,ninguno,144,regular
Av. paseo de la república,2025-05-05,Lunes,13:00-14:00,no,ninguno,137,regular
Av. paseo de la república,2025-05-05,Lunes,14:00-15:00,no,ninguno,165,regular
Av. paseo de la república,2025-05-05,Lunes,15:00-16:00,no,ninguno,178,regular
Av. paseo de la república,2025-05-05,Lunes,16:00-17:00,no,ninguno,119,bajo
Av. paseo de la república,2025-05-05,Lunes,17:00-18:00,no,ninguno,217,alto
Av. paseo de la república,2025-05-05,Lunes,18:00-19:00,no,ninguno,210,alto
Av. paseo de la república,2025-05-05,Lunes,19:00-20:00,no,ninguno,201,alto
Av. paseo de la república,2025-05-05,Lunes,20:00-21:00,no,ninguno,206,alto
Av. paseo de la república,2025-05-05,Lunes,21:00-22:00,no,ninguno,101,bajo
Av. paseo de la república,2025-05-05,Lunes,22:00-23:00,no,ninguno,133,regular
Av. paseo de la república,2025-05-05,Lunes,23:00-00:00,no,ninguno,110,bajo
Av. alfredo benavides,2025-05-05,Lunes,00:00-01:00,no,ninguno,47,muy bajo
Av. alfredo benavides,2025-05-05,Lunes,01:00-02:00,no,ninguno,14,muy bajo
Av. alfredo benavides,2025-05-05,Lunes,02:00-03:00,no,ninguno,25,muy bajo
Av. alfredo benavides,2025-05-05,Lunes,03:00-04:00,no,ninguno,36,muy bajo
Av. alfredo benavides,2025-05-05,Lunes,04:00-05:00,no,ninguno,29,muy bajo
Av. alfredo benavides,2025-05-05,Lunes,05:00-06:00,no,ninguno,162,regular
Av. alfredo benavides,2025-05-05,Lunes,06:00-07:00,no,ninguno,173,regular
Av. alfredo benavides,2025-05-05,Lunes,07:00-08:00,no,ninguno,246,alto
Av. alfredo benavides,2025-05-05,Lunes,08:00-09:00,no,ninguno,119,bajo
Av. alfredo benavides,2025-05-05,Lunes,09:00-10:00,no,ninguno,134,regular
Av. alfredo benavides,2025-05-05,Lunes,10:00-11:00,no,ninguno,175,regular
Av. alfredo benavides,2025-05-05,Lunes,11:00-12:00,no,ninguno,136,regular
Av. alfredo benavides,2025-05-05,Lunes,12:00-13:00,no,ninguno,122,regular
Av. alfredo benavides,2025-05-05,Lunes,13:00-14:00,no,ninguno,121,regular
Av. alfredo benavides,2025-05-05,Lunes,14:00-15:00,no,ninguno,152,regular
Av. alfredo benavides,2025-05-05,Lunes,15:00-16:00,no,ninguno,157,regular
Av. alfredo benavides,2025-05-05,Lunes,16:00-17:00,no,ninguno,154,regular
Av. alfredo benavides,2025-05-05,Lunes,17:00-18:00,no,ninguno,190,alto
Av. alfredo benavides,2025-05-05,Lunes,18:00-19:00,no,ninguno,251,alto
Av. alfredo benavides,2025-05-05,Lunes,19:00-20:00,no,ninguno,131,regular
Av. alfredo benavides,2025-05-05,Lunes,20:00-21:00,no,ninguno,239,alto
Av. alfredo benavides,2025-05-05,Lunes,21:00-22:00,no,ninguno,127,regular
Av. alfredo benavides,2025-05-05,Lunes,22:00-23:00,no,ninguno,79,bajo
Av. alfredo benavides,2025-05-05,Lunes,23:00-00:00,no,ninguno,94,bajo
Av. universitaria,2025-05-05,Lunes,00:00-01:00,no,ninguno,43,muy bajo
Av. universitaria,2025-05-05,Lunes,01:00-02:00,no,ninguno,49,muy bajo
Av. universitaria,2025-05-05,Lunes,02:00-03:00,no,ninguno,50,muy bajo
Av. universitaria,2025-05-05,Lunes,03:00-04:00,no,ninguno,28,muy bajo
Av. universitaria,2025-05-05,Lunes,04:00-05:00,no,ninguno,47,muy bajo
Av. universitaria,2025-05-05,Lunes,05:00-06:00,no,ninguno,237,alto
Av. universitaria,2025-05-05,Lunes,06:00-07:00,no,ninguno,229,alto
Av. universitaria,2025-05-05,Lunes,07:00-08:00,no,ninguno,248,alto
Av. universitaria,2025-05-05,Lunes,08:00-09:00,no,ninguno,144,regular
Av. universitaria,2025-05-05,Lunes,09:00-10:00,no,ninguno,91,bajo
Av. universitaria,2025-05-05,Lunes,10:00-11:00,no,ninguno,106,bajo
Av. universitaria,2025-05-05,Lunes,11:00-12:00,no,ninguno,160,regular
Av. universitaria,2025-05-05,Lunes,12:00-13:00,no,ninguno,115,bajo
Av. universitaria,2025-05-05,Lunes,13:00-14:00,no,ninguno,100,bajo
Av. universitaria,2025-05-05,Lunes,14:00-15:00,no,ninguno,180,regular
Av. universitaria,2025-05-05,Lunes,15:00-16:00,no,ninguno,163,regular
Av. universitaria,2025-05-05,Lunes,16:00-17:00,no,ninguno,120,bajo
Av. universitaria,2025-05-05,Lunes,17:00-18:00,no,ninguno,160,regular
Av. universitaria,2025-05-05,Lunes,18:00-19:00,no,ninguno,250,alto
Av. universitaria,2025-05-05,Lunes,19:00-20:00,no,ninguno,219,alto
Av. universitaria,2025-05-05,Lunes,20:00-21:00,no,ninguno,220,alto
Av. universitaria,2025-05-05,Lunes,21:00-22:00,no,ninguno,125,regular
Av. universitaria,2025-05-05,Lunes,22:00-23:00,no,ninguno,98,bajo
Av. universitaria,2025-05-05,Lunes,23:00-00:00,no,ninguno,98,bajo
Av. la marina,2025-05-05,Lunes,00:00-01:00,no,ninguno,40,muy bajo
Av. la marina,2025-05-05,Lunes,01:00-02:00,no,ninguno,12,muy bajo
Av. la marina,2025-05-05,Lunes,02:00-03:00,no,ninguno,43,muy bajo
Av. la marina,2025-05-05,Lunes,03:00-04:00,no,ninguno,33,muy bajo
Av. la marina,2025-05-05,Lunes,04:00-05:00,no,ninguno,42,muy bajo
Av. la marina,2025-05-05,Lunes,05:00-06:00,no,ninguno,104,bajo
Av. la marina,2025-05-05,Lunes,06:00-07:00,no,ninguno,167,regular
Av. la marina,2025-05-05,Lunes,07:00-08:00,no,ninguno,128,regular
Av. la marina,2025-05-05,Lunes,08:00-09:00,no,ninguno,113,bajo
Av. la marina,2025-05-05,Lunes,09:00-10:00,no,ninguno,168,regular
Av. la marina,2025-05-05,Lunes,10:00-11:00,no,ninguno,120,bajo
Av. la marina,2025-05-05,Lunes,11:00-12:00,no,ninguno,93,bajo
Av. la marina,2025-05-05,Lunes,12:00-13:00,no,ninguno,160,regular
Av. la marina,2025-05-05,Lunes,13:00-14:00,no,ninguno,136,regular
Av. la marina,2025-05-05,Lunes,14:00-15:00,no,ninguno,130,regular
Av. la marina,2025-05-05,Lunes,15:00-16:00,no,ninguno,144,regular
Av. la marina,2025-05-05,Lunes,16:00-17:00,no,ninguno,98,bajo
Av. la marina,2025-05-05,Lunes,17:00-18:00,no,ninguno,270,alto
Av. la marina,2025-05-05,Lunes,18:00-19:00,no,ninguno,165,regular
Av. la marina,2025-05-05,Lunes,19:00-20:00,no,ninguno,154,regular
Av. la marina,2025-05-05,Lunes,20:00-21:00,no,ninguno,222,alto
Av. la marina,2025-05-05,Lunes,21:00-22:00,no,ninguno,104,bajo
Av. la marina,2025-05-05,Lunes,22:00-23:00,no,ninguno,81,bajo
Av. la marina,2025-05-05,Lunes,23:00-00:00,no,ninguno,90,bajo
Av. abancay,2025-05-05,Lunes,00:00-01:00,no,ninguno,50,muy bajo
Av. abancay,2025-05-05,Lunes,01:00-02:00,no,ninguno,35,muy bajo
Av. abancay,2025-05-05,Lunes,02:00-03:00,no,ninguno,42,muy bajo
Av. abancay,2025-05-05,Lunes,03:00-04:00,no,ninguno,24,muy bajo
Av. abancay,2025-05-05,Lunes,04:00-05:00,no,ninguno,17,muy bajo
Av. abancay,2025-05-05,Lunes,05:00-06:00,no,ninguno,164,regular
Av. abancay,2025-05-05,Lunes,06:00-07:00,no,ninguno,223,alto
Av. abancay,2025-05-05,Lunes,07:00-08:00,no,ninguno,110,bajo
Av. abancay,2025-05-05,Lunes,08:00-09:00,no,ninguno,174,regular
Av. abancay,2025-05-05,Lunes,09:00-10:00,no,ninguno,129,regular
Av. abancay,2025-05-05,Lunes,10:00-11:00,no,ninguno,91,bajo
Av. abancay,2025-05-05,Lunes,11:00-12:00,no,ninguno,144,regular
Av. abancay,2025-05-05,Lunes,12:00-13:00,no,ninguno,116,bajo
Av. abancay,2025-05-05,Lunes,13:00-14:00,no,ninguno,91,bajo
Av. abancay,2025-05-05,Lunes,14:00-15:00,no,ninguno,146,regular
Av. abancay,2025-05-05,Lunes,15:00-16:00,no,ninguno,133,regular
Av. abancay,2025-05-05,Lunes,16:00-17:00,no,ninguno,123,regular
Av. abancay,2025-05-05,Lunes,17:00-18:00,no,ninguno,197,alto
Av. abancay,2025-05-05,Lunes,18:00-19:00,no,ninguno,203,alto
Av. abancay,2025-05-05,Lunes,19:00-20:00,no,ninguno,185,alto
Av. abancay,2025-05-05,Lunes,20:00-21:00,no,ninguno,199,alto
Av. abancay,2025-05-05,Lunes,21:00-22:00,no,ninguno,114,bajo
Av. abancay,2025-05-05,Lunes,22:00-23:00,no,ninguno,89,bajo
Av. abancay,2025-05-05,Lunes,23:00-00:00,no,ninguno,69,bajo
Av. mexico,2025-05-05,Lunes,00:00-01:00,no,ninguno,41,muy bajo
Av. mexico,2025-05-05,Lunes,01:00-02:00,no,ninguno,48,muy bajo
Av. mexico,2025-05-05,Lunes,02:00-03:00,no,ninguno,16,muy bajo
Av. mexico,2025-05-05,Lunes,03:00-04:00,no,ninguno,26,muy bajo
Av. mexico,2025-05-05,Lunes,04:00-05:00,no,ninguno,45,muy bajo
Av. mexico,2025-05-05,Lunes,05:00-06:00,no,ninguno,151,regular
Av. mexico,2025-05-05,Lunes,06:00-07:00,no,ninguno,208,alto
Av. mexico,2025-05-05,Lunes,07:00-08:00,no,ninguno,170,regular
Av. mexico,2025-05-05,Lunes,08:00-09:00,no,ninguno,171,regular
Av. mexico,2025-05-05,Lunes,09:00-10:00,no,ninguno,179,regular
Av. mexico,2025-05-05,Lunes,10:00-11:00,no,ninguno,117,bajo
Av. mexico,2025-05-05,Lunes,11:00-12:00,no,ninguno,90,bajo
Av. mexico,2025-05-05,Lunes,12:00-13:00,no,ninguno,122,regular
Av. mexico,2025-05-05,Lunes,13:00-14:00,no,ninguno,153,regular
Av. mexico,2025-05-05,Lunes,14:00-15:00,no,ninguno,169,regular
Av. mexico,2025-05-05,Lunes,15:00-16:00,no,ninguno,130,regular
Av. mexico,2025-05-05,Lunes,16:00-17:00,no,ninguno,124,regular
Av. mexico,2025-05-05,Lunes,17:00-18:00,no,ninguno,250,alto
Av. mexico,2025-05-05,Lunes,18:00-19:00,no,ninguno,190,alto
Av. mexico,2025-05-05,Lunes,19:00-20:00,no,ninguno,168,regular
Av. mexico,2025-05-05,Lunes,20:00-21:00,no,ninguno,178,regular
Av. mexico,2025-05-05,Lunes,21:00-22:00,no,ninguno,67,bajo
Av. mexico,2025-05-05,Lunes,22:00-23:00,no,ninguno,64,bajo
Av. mexico,2025-05-05,Lunes,23:00-00:00,no,ninguno,110,bajo
Av. argentina,2025-05-05,Lunes,00:00-01:00,no,ninguno,16,muy bajo
Av. argentina,2025-05-05,Lunes,01:00-02:00,no,ninguno,43,muy bajo
Av. argentina,2025-05-05,Lunes,02:00-03:00,no,ninguno,36,muy bajo
Av. argentina,2025-05-05,Lunes,03:00-04:00,no,ninguno,41,muy bajo
Av. argentina,2025-05-05,Lunes,04:00-05:00,no,ninguno,16,muy bajo
Av. argentina,2025-05-05,Lunes,05:00-06:00,no,ninguno,209,alto
Av. argentina,2025-05-05,Lunes,06:00-07:00,no,ninguno,203,alto
Av. argentina,2025-05-05,Lunes,07:00-08:00,no,ninguno,245,alto
Av. argentina,2025-05-05,Lunes,08:00-09:00,no,ninguno,123,regular
Av. argentina,2025-05-05,Lunes,09:00-10:00,no,ninguno,123,regular
Av. argentina,2025-05-05,Lunes,10:00-11:00,no,ninguno,166,regular
Av. argentina,2025-05-05,Lunes,11:00-12:00,no,ninguno,178,regular
Av. argentina,2025-05-05,Lunes,12:00-13:00,no,ninguno,172,regular
Av. argentina,2025-05-05,Lunes,13:00-14:00,no,ninguno,147,regular
Av. argentina,2025-05-05,Lunes,14:00-15:00,no,ninguno,102,bajo
Av. argentina,2025-05-05,Lunes,15:00-16:00,no,ninguno,111,bajo
Av. argentina,2025-05-05,Lunes,16:00-17:00,no,ninguno,120,bajo
Av. argentina,2025-05-05,Lunes,17:00-18:00,no,ninguno,146,regular
Av. argentina,2025-05-05,Lunes,18:00-19:00,no,ninguno,258,alto
Av. argentina,2025-05-05,Lunes,19:00-20:00,no,ninguno,267,alto
Av. argentina,2025-05-05,Lunes,20:00-21:00,no,ninguno,204,alto
Av. argentina,2025-05-05,Lunes,21:00-22:00,no,ninguno,145,regular
Av. argentina,2025-05-05,Lunes,22:00-23:00,no,ninguno,121,regular
Av. argentina,2025-05-05,Lunes,23:00-00:00,no,ninguno,140,regular
Av. venezuela,2025-05-05,Lunes,00:00-01:00,no,ninguno,37,muy bajo
Av. venezuela,2025-05-05,Lunes,01:00-02:00,no,ninguno,50,muy bajo
Av. venezuela,2025-05-05,Lunes,02:00-03:00,no,Choque,19,muy bajo
Av. venezuela,2025-05-05,Lunes,03:00-04:00,no,Choque,9,muy bajo
Av. venezuela,2025-05-05,Lunes,04:00-05:00,no,Choque,13,muy bajo
Av. venezuela,2025-05-05,Lunes,05:00-06:00,no,Choque,77,bajo
Av. venezuela,2025-05-05,Lunes,06:00-07:00,no,ninguno,128,regular
Av. venezuela,2025-05-05,Lunes,07:00-08:00,no,ninguno,151,regular
Av. venezuela,2025-05-05,Lunes,08:00-09:00,no,ninguno,180,regular
Av. venezuela,2025-05-05,Lunes,09:00-10:00,no,ninguno,144,regular
Av. venezuela,2025-05-05,Lunes,10:00-11:00,no,ninguno,107,bajo
Av. venezuela,2025-05-05,Lunes,11:00-12:00,no,ninguno,173,regular
Av. venezuela,2025-05-05,Lunes,12:00-13:00,no,ninguno,124,regular
Av. venezuela,2025-05-05,Lunes,13:00-14:00,no,ninguno,155,regular
Av. venezuela,2025-05-05,Lunes,14:00-15:00,no,ninguno,159,regular
Av. venezuela,2025-05-05,Lunes,15:00-16:00,no,ninguno,168,regular
Av. venezuela,2025-05-05,Lunes,16:00-17:00,no,ninguno,123,regular
Av. venezuela,2025-05-05,Lunes,17:00-18:00,no,ninguno,182,alto
Av. venezuela,2025-05-05,Lunes,18:00-19:00,no,ninguno,220,alto
Av. venezuela,2025-05-05,Lunes,19:00-20:00,no,ninguno,258,alto
Av. venezuela,2025-05-05,Lunes,20:00-21:00,no,ninguno,185,alto
Av. venezuela,2025-05-05,Lunes,21:00-22:00,no,ninguno,140,regular
Av. venezuela,2025-05-05,Lunes,22:00-23:00,no,ninguno,133,regular
Av. venezuela,2025-05-05,Lunes,23:00-00:00,no,ninguno,78,bajo
Av. paseo de la república,2025-05-06,Martes,00:00-01:00,no,ninguno,35,muy bajo
Av. paseo de la república,2025-05-06,Martes,01:00-02:00,no,ninguno,35,muy bajo
Av. paseo de la república,2025-05-06,Martes,02:00-03:00,no,ninguno,22,muy bajo
Av. paseo de la república,2025-05-06,Martes,03:00-04:00,no,ninguno,50,muy bajo
Av. paseo de la república,2025-05-06,Martes,04:00-05:00,no,ninguno,47,muy bajo
Av. paseo de la república,2025-05-06,Martes,05:00-06:00,no,ninguno,237,alto
Av. paseo de la república,2025-05-06,Martes,06:00-07:00,no,ninguno,120,bajo
Av. paseo de la república,2025-05-06,Martes,07:00-08:00,no,ninguno,155,regular
Av. paseo de la república,2025-05-06,Martes,08:00-09:00,no,ninguno,114,bajo
Av. paseo de la república,2025-05-06,Martes,09:00-10:00,no,ninguno,155,regular
Av. paseo de la república,2025-05-06,Martes,10:00-11:00,no,ninguno,147,regular
Av. paseo de la república,2025-05-06,Martes,11:00-12:00,no,ninguno,117,bajo
Av. paseo de la república,2025-05-06,Martes,12:00-13:00,no,ninguno,150,regular
Av. paseo de la república,2025-05-06,Martes,13:00-14:00,no,ninguno,172,regular
Av. paseo de la república,2025-05-06,Martes,14:00-15:00,no,ninguno,125,regular
Av. paseo de la república,2025-05-06,Martes,15:00-16:00,no,ninguno,108,bajo
Av. paseo de la república,2025-05-06,Martes,16:00-17:00,no,ninguno,101,bajo
Av. paseo de la república,2025-05-06,Martes,17:00-18:00,no,ninguno,227,alto
Av. paseo de la república,2025-05-06,Martes,18:00-19:00,no,ninguno,247,alto
Av. paseo de la república,2025-05-06,Martes,19:00-20:00,no,ninguno,265,alto
Av. paseo de la república,2025-05-06,Martes,20:00-21:00,no,ninguno,215,alto
Av. paseo de la república,2025-05-06,Martes,21:00-22:00,no,ninguno,114,bajo
Av. paseo de la república,2025-05-06,Martes,22:00-23:00,no,ninguno,147,regular
Av. paseo de la república,2025-05-06,Martes,23:00-00:00,no,ninguno,111,bajo
Av. alfredo benavides,2025-05-06,Martes,00:00-01:00,no,ninguno,34,muy bajo
Av. alfredo benavides,2025-05-06,Martes,01:00-02:00,no,ninguno,39,muy bajo
Av. alfredo benavides,2025-05-06,Martes,02:00-03:00,no,ninguno,26,muy bajo
Av. alfredo benavides,2025-05-06,Martes,03:00-04:00,no,ninguno,43,muy bajo
Av. alfredo benavides,2025-05-06,Martes,04:00-05:00,no,ninguno,37,muy bajo
Av. alfredo benavides,2025-05-06,Martes,05:00-06:00,no,ninguno,240,alto
Av. alfredo benavides,2025-05-06,Martes,06:00-07:00,no,ninguno,209,alto
Av. alfredo benavides,2025-05-06,Martes,07:00-08:00,no,ninguno,193,alto
Av. alfredo benavides,2025-05-06,Martes,08:00-09:00,no,ninguno,107,bajo
Av. alfredo benavides,2025-05-06,Martes,09:00-10:00,no,ninguno,106,bajo
Av. alfredo benavides,2025-05-06,Martes,10:00-11:00,no,ninguno,162,regular
Av. alfredo benavides,2025-05-06,Martes,11:00-12:00,no,ninguno,173,regular
Av. alfredo benavides,2025-05-06,Martes,12:00-13:00,no,ninguno,130,regular
Av. alfredo benavides,2025-05-06,Martes,13:00-14:00,no,ninguno,95,bajo
Av. alfredo benavides,2025-05-06,Martes,14:00-15:00,no,ninguno,112,bajo
Av. alfredo benavides,2025-05-06,Martes,15:00-16:00,no,ninguno,147,regular
Av. alfredo benavides,2025-05-06,Martes,16:00-17:00,no,ninguno,115,bajo
Av. alfredo benavides,2025-05-06,Martes,17:00-18:00,no,ninguno,249,alto
Av. alfredo benavides,2025-05-06,Martes,18:00-19:00,no,ninguno,265,alto
Av. alfredo benavides,2025-05-06,Martes,19:00-20:00,no,ninguno,151,regular
Av. alfredo benavides,2025-05-06,Martes,20:00-21:00,no,ninguno,163,regular
Av. alfredo benavides,2025-05-06,Martes,21:00-22:00,no,ninguno,80,bajo
Av. alfredo benavides,2025-05-06,Martes,22:00-23:00,no,ninguno,132,regular
Av. alfredo benavides,2025-05-06,Martes,23:00-00:00,no,ninguno,149,regular
Av. universitaria,2025-05-06,Martes,00:00-01:00,no,ninguno,12,muy bajo
Av. universitaria,2025-05-06,Martes,01:00-02:00,no,ninguno,45,muy bajo
