Zona,Fecha,DiaSemana,HoraInicio,HoraFin,Feriado,EventoEspecial,FlujoVehicular,Congestion
Av. Universitaria,2025-05-04,Tuesday,15:00,16:00,no,Concierto,245,alto
Av. Universitaria,2025-05-04,Tuesday,16:00,17:00,no,Concierto,168,regular
Av. Universitaria,2025-05-04,Tuesday,17:00,18:00,no,Concierto,203,alto
Av. Universitaria,2025-05-04,Tuesday,18:00,19:00,no,Concierto,311,muy alto
Av. Universitaria,2025-05-04,Tuesday,19:00,20:00,no,Concierto,305,muy alto
Av. Universitaria,2025-05-04,Tuesday,20:00,21:00,no,Concierto,155,regular
Av. Universitaria,2025-05-04,Tuesday,21:00,22:00,no,Concierto,179,regular
Av. Universitaria,2025-05-04,Tuesday,22:00,23:00,no,Concierto,96,bajo
Av. Universitaria,2025-05-04,Tuesday,23:00,24:00,no,Concierto,59,bajo
Av. de la Marina,2025-05-04,Tuesday,00:00,01:00,no,Concierto,26,muy bajo
Av. de la Marina,2025-05-04,Tuesday,01:00,02:00,no,Concierto,74,bajo
Av. de la Marina,2025-05-04,Tuesday,02:00,03:00,no,Concierto,74,bajo
Av. de la Marina,2025-05-04,Tuesday,03:00,04:00,no,Concierto,36,muy bajo
Av. de la Marina,2025-05-04,Tuesday,04:00,05:00,no,Concierto,28,muy bajo
Av. de la Marina,2025-05-04,Tuesday,05:00,06:00,no,Concierto,186,alto
Av. de la Marina,2025-05-04,Tuesday,06:00,07:00,no,Concierto,257,muy alto
Av. de la Marina,2025-05-04,Tuesday,07:00,08:00,no,Concierto,244,alto
Av. de la Marina,2025-05-04,Tuesday,08:00,09:00,no,Concierto,115,bajo
Av. de la Marina,2025-05-04,Tuesday,09:00,10:00,no,Concierto,190,alto
Av. de la Marina,2025-05-04,Tuesday,10:00,11:00,no,Concierto,138,regular
Av. de la Marina,2025-05-04,Tuesday,11:00,12:00,no,Concierto,148,regular
Av. de la Marina,2025-05-04,Tuesday,12:00,13:00,no,Concierto,115,bajo
Av. de la Marina,2025-05-04,Tuesday,13:00,14:00,no,Concierto,105,bajo
Av. de la Marina,2025-05-04,Tuesday,14:00,15:00,no,Concierto,82,bajo
Av. de la Marina,2025-05-04,Tuesday,15:00,16:00,no,Concierto,121,regular
Av. de la Marina,2025-05-04,Tuesday,16:00,17:00,no,Concierto,151,regular
Av. de la Marina,2025-05-04,Tuesday,17:00,18:00,no,Concierto,336,muy alto
Av. de la Marina,2025-05-04,Tuesday,18:00,19:00,no,Concierto,241,alto
Av. de la Marina,2025-05-04,Tuesday,19:00,20:00,no,Concierto,316,muy alto
Av. de la Marina,2025-05-04,Tuesday,20:00,21:00,no,Concierto,137,regular
Av. de la Marina,2025-05-04,Tuesday,21:00,22:00,no,Concierto,172,regular
Av. de la Marina,2025-05-04,Tuesday,22:00,23:00,no,Concierto,98,bajo
Av. de la Marina,2025-05-04,Tuesday,23:00,24:00,no,Concierto,75,bajo
Av. Abancay,2025-05-04,Tuesday,00:00,01:00,no,Concierto,76,bajo
Av. Abancay,2025-05-04,Tuesday,01:00,02:00,no,Concierto,50,bajo
Av. Abancay,2025-05-04,Tuesday,02:00,03:00,no,Concierto,97,bajo
Av. Abancay,2025-05-04,Tuesday,03:00,04:00,no,Concierto,97,bajo
Av. Abancay,2025-05-04,Tuesday,04:00,05:00,no,Concierto,69,bajo
Av. Abancay,2025-05-04,Tuesday,05:00,06:00,no,Concierto,267,muy alto
Av. Abancay,2025-05-04,Tuesday,06:00,07:00,no,Concierto,286,muy alto
Av. Abancay,2025-05-04,Tuesday,07:00,08:00,no,Concierto,222,alto
Av. Abancay,2025-05-04,Tuesday,08:00,09:00,no,Concierto,122,regular
Av. Abancay,2025-05-04,Tuesday,09:00,10:00,no,Concierto,139,regular
Av. Abancay,2025-05-04,Tuesday,10:00,11:00,no,Concierto,119,bajo
Av. Abancay,2025-05-04,Tuesday,11:00,12:00,no,Concierto,83,bajo
Av. Abancay,2025-05-04,Tuesday,12:00,13:00,no,Concierto,104,bajo
Av. Abancay,2025-05-04,Tuesday,13:00,14:00,no,Concierto,105,bajo
Av. Abancay,2025-05-04,Tuesday,14:00,15:00,no,Concierto,102,bajo
Av. Abancay,2025-05-04,Tuesday,15:00,16:00,no,Concierto,189,alto
Av. Abancay,2025-05-04,Tuesday,16:00,17:00,no,Concierto,139,regular
Av. Abancay,2025-05-04,Tuesday,17:00,18:00,no,Concierto,204,alto
Av. Abancay,2025-05-04,Tuesday,18:00,19:00,no,Concierto,240,alto
Av. Abancay,2025-05-04,Tuesday,19:00,20:00,no,Concierto,258,muy alto
Av. Abancay,2025-05-04,Tuesday,20:00,21:00,no,Concierto,141,regular
Av. Abancay,2025-05-04,Tuesday,21:00,22:00,no,Concierto,129,regular
Av. Abancay,2025-05-04,Tuesday,22:00,23:00,no,Concierto,77,bajo
Av. Abancay,2025-05-04,Tuesday,23:00,24:00,no,Concierto,78,bajo
Av. Mexico,2025-05-04,Tuesday,00:00,01:00,no,Concierto,76,bajo
Av. Mexico,2025-05-04,Tuesday,01:00,02:00,no,Concierto,41,muy bajo
Av. Mexico,2025-05-04,Tuesday,02:00,03:00,no,Concierto,70,bajo
Av. Mexico,2025-05-04,Tuesday,03:00,04:00,no,Concierto,41,muy bajo
Av. Mexico,2025-05-04,Tuesday,04:00,05:00,no,Concierto,39,muy bajo
Av. Mexico,2025-05-04,Tuesday,05:00,06:00,no,Concierto,272,muy alto
Av. Mexico,2025-05-04,Tuesday,06:00,07:00,no,Concierto,220,alto
Av. Mexico,2025-05-04,Tuesday,07:00,08:00,no,Concierto,153,regular
Av. Mexico,2025-05-04,Tuesday,08:00,09:00,no,Concierto,152,regular
Av. Mexico,2025-05-04,Tuesday,09:00,10:00,no,Concierto,184,alto
Av. Mexico,2025-05-04,Tuesday,10:00,11:00,no,Concierto,115,bajo
Av. Mexico,2025-05-04,Tuesday,11:00,12:00,no,Concierto,120,regular
Av. Mexico,2025-05-04,Tuesday,12:00,13:00,no,Concierto,87,bajo
Av. Mexico,2025-05-04,Tuesday,13:00,14:00,no,Concierto,134,regular
Av. Mexico,2025-05-04,Tuesday,14:00,15:00,no,Concierto,126,regular
Av. Mexico,2025-05-04,Tuesday,15:00,16:00,no,Concierto,153,regular
Av. Mexico,2025-05-04,Tuesday,16:00,17:00,no,Concierto,201,alto
Av. Mexico,2025-05-04,Tuesday,17:00,18:00,no,Concierto,301,muy alto
Av. Mexico,2025-05-04,Tuesday,18:00,19:00,no,Concierto,300,muy alto
Av. Mexico,2025-05-04,Tuesday,19:00,20:00,no,Concierto,268,muy alto
Av. Mexico,2025-05-04,Tuesday,20:00,21:00,no,Concierto,111,bajo
Av. Mexico,2025-05-04,Tuesday,21:00,22:00,no,Concierto,114,bajo
Av. Mexico,2025-05-04,Tuesday,22:00,23:00,no,Concierto,93,bajo
Av. Mexico,2025-05-04,Tuesday,23:00,24:00,no,Concierto,64,bajo
Av. Argentina,2025-05-04,Tuesday,00:00,01:00,no,Concierto,58,bajo
Av. Argentina,2025-05-04,Tuesday,01:00,02:00,no,Concierto,34,muy bajo
Av. Argentina,2025-05-04,Tuesday,02:00,03:00,no,Concierto,27,muy bajo
Av. Argentina,2025-05-04,Tuesday,03:00,04:00,no,Concierto,23,muy bajo
Av. Argentina,2025-05-04,Tuesday,04:00,05:00,no,Concierto,83,bajo
Av. Argentina,2025-05-04,Tuesday,05:00,06:00,no,Concierto,266,muy alto
Av. Argentina,2025-05-04,Tuesday,06:00,07:00,no,Concierto,181,alto
Av. Argentina,2025-05-04,Tuesday,07:00,08:00,no,Concierto,204,alto
Av. Argentina,2025-05-04,Tuesday,08:00,09:00,no,Concierto,147,regular
Av. Argentina,2025-05-04,Tuesday,09:00,10:00,no,Concierto,103,bajo
Av. Argentina,2025-05-04,Tuesday,10:00,11:00,no,Concierto,118,bajo
Av. Argentina,2025-05-04,Tuesday,11:00,12:00,no,Concierto,98,bajo
Av. Argentina,2025-05-04,Tuesday,12:00,13:00,no,Concierto,83,bajo
Av. Argentina,2025-05-04,Tuesday,13:00,14:00,no,Concierto,100,bajo
Av. Argentina,2025-05-04,Tuesday,14:00,15:00,no,Concierto,82,bajo
Av. Argentina,2025-05-04,Tuesday,15:00,16:00,no,Concierto,175,regular
Av. Argentina,2025-05-04,Tuesday,16:00,17:00,no,Concierto,199,alto
Av. Argentina,2025-05-04,Tuesday,17:00,18:00,no,Concierto,263,muy alto
Av. Argentina,2025-05-04,Tuesday,18:00,19:00,no,Concierto,224,alto
Av. Argentina,2025-05-04,Tuesday,19:00,20:00,no,Concierto,261,muy alto
Av. Argentina,2025-05-04,Tuesday,20:00,21:00,no,Concierto,152,regular
Av. Argentina,2025-05-04,Tuesday,21:00,22:00,no,Concierto,113,bajo
Av. Argentina,2025-05-04,Tuesday,22:00,23:00,no,Concierto,52,bajo
Av. Argentina,2025-05-04,Tuesday,23:00,24:00,no,Concierto,67,bajo
Av. Venezuela,2025-05-04,Tuesday,00:00,01:00,no,Concierto,78,bajo
Av. Venezuela,2025-05-04,Tuesday,01:00,02:00,no,Concierto,91,bajo
Av. Venezuela,2025-05-04,Tuesday,02:00,03:00,no,Concierto,89,bajo
Av. Venezuela,2025-05-04,Tuesday,03:00,04:00,no,Concierto,99,bajo
Av. Venezuela,2025-05-04,Tuesday,04:00,05:00,no,Concierto,25,muy bajo
Av. Venezuela,2025-05-04,Tuesday,05:00,06:00,no,Concierto,296,muy alto
Av. Venezuela,2025-05-04,Tuesday,06:00,07:00,no,Concierto,185,alto
Av. Venezuela,2025-05-04,Tuesday,07:00,08:00,no,Concierto,278,muy alto
Av. Venezuela,2025-05-04,Tuesday,08:00,09:00,no,Concierto,192,alto
Av. Venezuela,2025-05-04,Tuesday,09:00,10:00,no,Concierto,136,regular
Av. Venezuela,2025-05-04,Tuesday,10:00,11:00,no,Concierto,148,regular
Av. Venezuela,2025-05-04,Tuesday,11:00,12:00,no,Concierto,138,regular
Av. Venezuela,2025-05-04,Tuesday,12:00,13:00,no,Concierto,82,bajo
Av. Venezuela,2025-05-04,Tuesday,13:00,14:00,no,Concierto,126,regular
Av. Venezuela,2025-05-04,Tuesday,14:00,15:00,no,Concierto,112,bajo
Av. Venezuela,2025-05-04,Tuesday,15:00,16:00,no,Concierto,238,alto
Av. Venezuela,2025-05-04,Tuesday,16:00,17:00,no,Concierto,150,regular
Av. Venezuela,2025-05-04,Tuesday,17:00,18:00,no,Concierto,204,alto
Av. Venezuela,2025-05-04,Tuesday,18:00,19:00,no,Concierto,321,muy alto
Av. Venezuela,2025-05-04,Tuesday,19:00,20:00,no,Concierto,286,muy alto
Av. Venezuela,2025-05-04,Tuesday,20:00,21:00,no,Concierto,136,regular
Av. Venezuela,2025-05-04,Tuesday,21:00,22:00,no,Concierto,152,regular
Av. Venezuela,2025-05-04,Tuesday,22:00,23:00,no,Concierto,60,bajo
Av. Venezuela,2025-05-04,Tuesday,23:00,24:00,no,Concierto,48,muy bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,00:00,01:00,no,Desfile,83,bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,01:00,02:00,no,Desfile,86,bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,02:00,03:00,no,Desfile,66,bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,03:00,04:00,no,Desfile,40,muy bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,04:00,05:00,no,Desfile,89,bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,05:00,06:00,no,Desfile,159,regular
Av. Paseo de la Republica,2025-05-05,Wednesday,06:00,07:00,no,Desfile,224,alto
Av. Paseo de la Republica,2025-05-05,Wednesday,07:00,08:00,no,Desfile,285,muy alto
Av. Paseo de la Republica,2025-05-05,Wednesday,08:00,09:00,no,Desfile,152,regular
Av. Paseo de la Republica,2025-05-05,Wednesday,09:00,10:00,no,Desfile,142,regular
Av. Paseo de la Republica,2025-05-05,Wednesday,10:00,11:00,no,Desfile,144,regular
Av. Paseo de la Republica,2025-05-05,Wednesday,11:00,12:00,no,Desfile,130,regular
Av. Paseo de la Republica,2025-05-05,Wednesday,12:00,13:00,no,Desfile,95,bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,13:00,14:00,no,Desfile,93,bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,14:00,15:00,no,Desfile,118,bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,15:00,16:00,no,Desfile,225,alto
Av. Paseo de la Republica,2025-05-05,Wednesday,16:00,17:00,no,Desfile,206,alto
Av. Paseo de la Republica,2025-05-05,Wednesday,17:00,18:00,no,Desfile,319,muy alto
Av. Paseo de la Republica,2025-05-05,Wednesday,18:00,19:00,no,Desfile,222,alto
Av. Paseo de la Republica,2025-05-05,Wednesday,19:00,20:00,no,Desfile,246,alto
Av. Paseo de la Republica,2025-05-05,Wednesday,20:00,21:00,no,Desfile,135,regular
Av. Paseo de la Republica,2025-05-05,Wednesday,21:00,22:00,no,Desfile,138,regular
Av. Paseo de la Republica,2025-05-05,Wednesday,22:00,23:00,no,Desfile,96,bajo
Av. Paseo de la Republica,2025-05-05,Wednesday,23:00,24:00,no,Desfile,78,bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,00:00,01:00,no,Desfile,53,bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,01:00,02:00,no,Desfile,64,bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,02:00,03:00,no,Desfile,83,bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,03:00,04:00,no,Desfile,20,muy bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,04:00,05:00,no,Desfile,87,bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,05:00,06:00,no,Desfile,294,muy alto
Av. Alfredo Benavides,2025-05-05,Wednesday,06:00,07:00,no,Desfile,216,alto
Av. Alfredo Benavides,2025-05-05,Wednesday,07:00,08:00,no,Desfile,295,muy alto
Av. Alfredo Benavides,2025-05-05,Wednesday,08:00,09:00,no,Desfile,194,alto
Av. Alfredo Benavides,2025-05-05,Wednesday,09:00,10:00,no,Desfile,165,regular
Av. Alfredo Benavides,2025-05-05,Wednesday,10:00,11:00,no,Desfile,142,regular
Av. Alfredo Benavides,2025-05-05,Wednesday,11:00,12:00,no,Desfile,122,regular
Av. Alfredo Benavides,2025-05-05,Wednesday,12:00,13:00,no,Desfile,102,bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,13:00,14:00,no,Desfile,84,bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,14:00,15:00,no,Desfile,97,bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,15:00,16:00,no,Desfile,158,regular
Av. Alfredo Benavides,2025-05-05,Wednesday,16:00,17:00,no,Desfile,239,alto
Av. Alfredo Benavides,2025-05-05,Wednesday,17:00,18:00,no,Desfile,277,muy alto
Av. Alfredo Benavides,2025-05-05,Wednesday,18:00,19:00,no,Desfile,256,muy alto
Av. Alfredo Benavides,2025-05-05,Wednesday,19:00,20:00,no,Desfile,273,muy alto
Av. Alfredo Benavides,2025-05-05,Wednesday,20:00,21:00,no,Desfile,124,regular
Av. Alfredo Benavides,2025-05-05,Wednesday,21:00,22:00,no,Desfile,173,regular
Av. Alfredo Benavides,2025-05-05,Wednesday,22:00,23:00,no,Desfile,54,bajo
Av. Alfredo Benavides,2025-05-05,Wednesday,23:00,24:00,no,Desfile,83,bajo
Av. Universitaria,2025-05-05,Wednesday,00:00,01:00,no,Desfile,20,muy bajo
Av. Universitaria,2025-05-05,Wednesday,01:00,02:00,no,Desfile,48,muy bajo
Av. Universitaria,2025-05-05,Wednesday,02:00,03:00,no,Desfile,72,bajo
Av. Universitaria,2025-05-05,Wednesday,03:00,04:00,no,Desfile,63,bajo
Av. Universitaria,2025-05-05,Wednesday,04:00,05:00,no,Desfile,40,muy bajo
Av. Universitaria,2025-05-05,Wednesday,05:00,06:00,no,Desfile,271,muy alto
Av. Universitaria,2025-05-05,Wednesday,06:00,07:00,no,Desfile,220,alto
Av. Universitaria,2025-05-05,Wednesday,07:00,08:00,no,Desfile,278,muy alto
Av. Universitaria,2025-05-05,Wednesday,08:00,09:00,no,Desfile,150,regular
Av. Universitaria,2025-05-05,Wednesday,09:00,10:00,no,Desfile,171,regular
Av. Universitaria,2025-05-05,Wednesday,10:00,11:00,no,Desfile,131,regular
Av. Universitaria,2025-05-05,Wednesday,11:00,12:00,no,Desfile,145,regular
Av. Universitaria,2025-05-05,Wednesday,12:00,13:00,no,Desfile,92,bajo
Av. Universitaria,2025-05-05,Wednesday,13:00,14:00,no,Desfile,149,regular
Av. Universitaria,2025-05-05,Wednesday,14:00,15:00,no,Desfile,102,bajo
Av. Universitaria,2025-05-05,Wednesday,15:00,16:00,no,Desfile,120,regular
Av. Universitaria,2025-05-05,Wednesday,16:00,17:00,no,Desfile,137,regular
Av. Universitaria,2025-05-05,Wednesday,17:00,18:00,no,Desfile,278,muy alto
Av. Universitaria,2025-05-05,Wednesday,18:00,19:00,no,Desfile,299,muy alto
Av. Universitaria,2025-05-05,Wednesday,19:00,20:00,no,Desfile,202,alto
Av. Universitaria,2025-05-05,Wednesday,20:00,21:00,no,Desfile,102,bajo
Av. Universitaria,2025-05-05,Wednesday,21:00,22:00,no,Desfile,160,regular
Av. Universitaria,2025-05-05,Wednesday,22:00,23:00,no,Desfile,64,bajo
Av. Universitaria,2025-05-05,Wednesday,23:00,24:00,no,Desfile,58,bajo
Av. de la Marina,2025-05-05,Wednesday,00:00,01:00,no,Desfile,50,bajo
Av. de la Marina,2025-05-05,Wednesday,01:00,02:00,no,Desfile,73,bajo
Av. de la Marina,2025-05-05,Wednesday,02:00,03:00,no,Desfile,77,bajo
Av. de la Marina,2025-05-05,Wednesday,03:00,04:00,no,Desfile,92,bajo
Av. de la Marina,2025-05-05,Wednesday,04:00,05:00,no,Desfile,80,bajo
Av. de la Marina,2025-05-05,Wednesday,05:00,06:00,no,Desfile,237,alto
Av. de la Marina,2025-05-05,Wednesday,06:00,07:00,no,Desfile,169,regular
Av. de la Marina,2025-05-05,Wednesday,07:00,08:00,no,Desfile,192,alto
Av. de la Marina,2025-05-05,Wednesday,08:00,09:00,no,Desfile,169,regular
Av. de la Marina,2025-05-05,Wednesday,09:00,10:00,no,Desfile,172,regular
Av. de la Marina,2025-05-05,Wednesday,10:00,11:00,no,Desfile,110,bajo
Av. de la Marina,2025-05-05,Wednesday,11:00,12:00,no,Desfile,106,bajo
Av. de la Marina,2025-05-05,Wednesday,12:00,13:00,no,Desfile,85,bajo
Av. de la Marina,2025-05-05,Wednesday,13:00,14:00,no,Desfile,143,regular
Av. de la Marina,2025-05-05,Wednesday,14:00,15:00,no,Desfile,111,bajo
Av. de la Marina,2025-05-05,Wednesday,15:00,16:00,no,Desfile,175,regular
Av. de la Marina,2025-05-05,Wednesday,16:00,17:00,no,Desfile,134,regular
Av. de la Marina,2025-05-05,Wednesday,17:00,18:00,no,Desfile,220,alto
Av. de la Marina,2025-05-05,Wednesday,18:00,19:00,no,Desfile,347,muy alto
Av. de la Marina,2025-05-05,Wednesday,19:00,20:00,no,Desfile,249,alto
Av. de la Marina,2025-05-05,Wednesday,20:00,21:00,no,Desfile,146,regular
Av. de la Marina,2025-05-05,Wednesday,21:00,22:00,no,Desfile,108,bajo
Av. de la Marina,2025-05-05,Wednesday,22:00,23:00,no,Desfile,70,bajo
Av. de la Marina,2025-05-05,Wednesday,23:00,24:00,no,Desfile,98,bajo
Av. Abancay,2025-05-05,Wednesday,00:00,01:00,no,Desfile,55,bajo
Av. Abancay,2025-05-05,Wednesday,01:00,02:00,no,Desfile,66,bajo
Av. Abancay,2025-05-05,Wednesday,02:00,03:00,no,Desfile,77,bajo
Av. Abancay,2025-05-05,Wednesday,03:00,04:00,no,Desfile,49,muy bajo
Av. Abancay,2025-05-05,Wednesday,04:00,05:00,no,Desfile,50,bajo
Av. Abancay,2025-05-05,Wednesday,05:00,06:00,no,Desfile,275,muy alto
Av. Abancay,2025-05-05,Wednesday,06:00,07:00,no,Desfile,230,alto
Av. Abancay,2025-05-05,Wednesday,07:00,08:00,no,Desfile,247,alto
Av. Abancay,2025-05-05,Wednesday,08:00,09:00,no,Desfile,131,regular
Av. Abancay,2025-05-05,Wednesday,09:00,10:00,no,Desfile,165,regular
Av. Abancay,2025-05-05,Wednesday,10:00,11:00,no,Desfile,100,bajo
Av. Abancay,2025-05-05,Wednesday,11:00,12:00,no,Desfile,127,regular
Av. Abancay,2025-05-05,Wednesday,12:00,13:00,no,Desfile,138,regular
Av. Abancay,2025-05-05,Wednesday,13:00,14:00,no,Desfile,146,regular
Av. Abancay,2025-05-05,Wednesday,14:00,15:00,no,Desfile,94,bajo
Av. Abancay,2025-05-05,Wednesday,15:00,16:00,no,Desfile,247,alto
Av. Abancay,2025-05-05,Wednesday,16:00,17:00,no,Desfile,138,regular
Av. Abancay,2025-05-05,Wednesday,17:00,18:00,no,Desfile,268,muy alto
Av. Abancay,2025-05-05,Wednesday,18:00,19:00,no,Desfile,200,alto
Av. Abancay,2025-05-05,Wednesday,19:00,20:00,no,Desfile,206,alto
Av. Abancay,2025-05-05,Wednesday,20:00,21:00,no,Desfile,124,regular
Av. Abancay,2025-05-05,Wednesday,21:00,22:00,no,Desfile,149,regular
Av. Abancay,2025-05-05,Wednesday,22:00,23:00,no,Desfile,69,bajo
Av. Abancay,2025-05-05,Wednesday,23:00,24:00,no,Desfile,45,muy bajo
Av. Mexico,2025-05-05,Wednesday,00:00,01:00,no,Desfile,37,muy bajo
Av. Mexico,2025-05-05,Wednesday,01:00,02:00,no,Desfile,98,bajo
Av. Mexico,2025-05-05,Wednesday,02:00,03:00,no,Desfile,56,bajo
Av. Mexico,2025-05-05,Wednesday,03:00,04:00,no,Desfile,75,bajo
Av. Mexico,2025-05-05,Wednesday,04:00,05:00,no,Desfile,49,muy bajo
Av. Mexico,2025-05-05,Wednesday,05:00,06:00,no,Desfile,199,alto
Av. Mexico,2025-05-05,Wednesday,06:00,07:00,no,Desfile,209,alto
Av. Mexico,2025-05-05,Wednesday,07:00,08:00,no,Desfile,238,alto
Av. Mexico,2025-05-05,Wednesday,08:00,09:00,no,Desfile,136,regular
Av. Mexico,2025-05-05,Wednesday,09:00,10:00,no,Desfile,110,bajo
Av. Mexico,2025-05-05,Wednesday,10:00,11:00,no,Desfile,82,bajo
Av. Mexico,2025-05-05,Wednesday,11:00,12:00,no,Desfile,106,bajo
Av. Mexico,2025-05-05,Wednesday,12:00,13:00,no,Desfile,137,regular
Av. Mexico,2025-05-05,Wednesday,13:00,14:00,no,Desfile,143,regular
Av. Mexico,2025-05-05,Wednesday,14:00,15:00,no,Desfile,96,bajo
Av. Mexico,2025-05-05,Wednesday,15:00,16:00,no,Desfile,244,alto
Av. Mexico,2025-05-05,Wednesday,16:00,17:00,no,Desfile,225,alto
Av. Mexico,2025-05-05,Wednesday,17:00,18:00,no,Desfile,266,muy alto
Av. Mexico,2025-05-05,Wednesday,18:00,19:00,no,Desfile,211,alto
Av. Mexico,2025-05-05,Wednesday,19:00,20:00,no,Desfile,283,muy alto
Av. Mexico,2025-05-05,Wednesday,20:00,21:00,no,Desfile,142,regular
Av. Mexico,2025-05-05,Wednesday,21:00,22:00,no,Desfile,125,regular
Av. Mexico,2025-05-05,Wednesday,22:00,23:00,no,Desfile,77,bajo
Av. Mexico,2025-05-05,Wednesday,23:00,24:00,no,Desfile,90,bajo
Av. Argentina,2025-05-05,Wednesday,00:00,01:00,no,Desfile,44,muy bajo
Av. Argentina,2025-05-05,Wednesday,01:00,02:00,no,Desfile,86,bajo
Av. Argentina,2025-05-05,Wednesday,02:00,03:00,no,Desfile,73,bajo
Av. Argentina,2025-05-05,Wednesday,03:00,04:00,no,Desfile,78,bajo
Av. Argentina,2025-05-05,Wednesday,04:00,05:00,no,Desfile,47,muy bajo
Av. Argentina,2025-05-05,Wednesday,05:00,06:00,no,Desfile,175,regular
Av. Argentina,2025-05-05,Wednesday,06:00,07:00,no,Desfile,260,muy alto
Av. Argentina,2025-05-05,Wednesday,07:00,08:00,no,Desfile,285,muy alto
Av. Argentina,2025-05-05,Wednesday,08:00,09:00,no,Desfile,115,bajo
Av. Argentina,2025-05-05,Wednesday,09:00,10:00,no,Desfile,143,regular
Av. Argentina,2025-05-05,Wednesday,10:00,11:00,no,Desfile,101,bajo
Av. Argentina,2025-05-05,Wednesday,11:00,12:00,no,Desfile,126,regular
Av. Argentina,2025-05-05,Wednesday,12:00,13:00,no,Desfile,138,regular
Av. Argentina,2025-05-05,Wednesday,13:00,14:00,no,Desfile,104,bajo
Av. Argentina,2025-05-05,Wednesday,14:00,15:00,no,Desfile,114,bajo
Av. Argentina,2025-05-05,Wednesday,15:00,16:00,no,Desfile,227,alto
Av. Argentina,2025-05-05,Wednesday,16:00,17:00,no,Desfile,244,alto
Av. Argentina,2025-05-05,Wednesday,17:00,18:00,no,Desfile,319,muy alto
Av. Argentina,2025-05-05,Wednesday,18:00,19:00,no,Desfile,290,muy alto
Av. Argentina,2025-05-05,Wednesday,19:00,20:00,no,Desfile,306,muy alto
Av. Argentina,2025-05-05,Wednesday,20:00,21:00,no,Desfile,116,bajo
Av. Argentina,2025-05-05,Wednesday,21:00,22:00,no,Desfile,135,regular
Av. Argentina,2025-05-05,Wednesday,22:00,23:00,no,Desfile,91,bajo
Av. Argentina,2025-05-05,Wednesday,23:00,24:00,no,Desfile,93,bajo
Av. Venezuela,2025-05-05,Wednesday,00:00,01:00,no,Desfile,43,muy bajo
Av. Venezuela,2025-05-05,Wednesday,01:00,02:00,no,Desfile,94,bajo
Av. Venezuela,2025-05-05,Wednesday,02:00,03:00,no,Desfile,52,bajo
Av. Venezuela,2025-05-05,Wednesday,03:00,04:00,no,Desfile,35,muy bajo
Av. Venezuela,2025-05-05,Wednesday,04:00,05:00,no,Desfile,76,bajo
Av. Venezuela,2025-05-05,Wednesday,05:00,06:00,no,Desfile,180,alto
Av. Venezuela,2025-05-05,Wednesday,06:00,07:00,no,Desfile,281,muy alto
Av. Venezuela,2025-05-05,Wednesday,07:00,08:00,no,Desfile,245,alto
Av. Venezuela,2025-05-05,Wednesday,08:00,09:00,no,Desfile,194,alto
Av. Venezuela,2025-05-05,Wednesday,09:00,10:00,no,Desfile,152,regular
Av. Venezuela,2025-05-05,Wednesday,10:00,11:00,no,Desfile,96,bajo
Av. Venezuela,2025-05-05,Wednesday,11:00,12:00,no,Desfile,95,bajo
Av. Venezuela,2025-05-05,Wednesday,12:00,13:00,no,Desfile,128,regular
Av. Venezuela,2025-05-05,Wednesday,13:00,14:00,no,Desfile,101,bajo
Av. Venezuela,2025-05-05,Wednesday,14:00,15:00,no,Desfile,118,bajo
Av. Venezuela,2025-05-05,Wednesday,15:00,16:00,no,Desfile,194,alto
Av. Venezuela,2025-05-05,Wednesday,16:00,17:00,no,Desfile,155,regular
Av. Venezuela,2025-05-05,Wednesday,17:00,18:00,no,Desfile,253,muy alto
Av. Venezuela,2025-05-05,Wednesday,18:00,19:00,no,Desfile,241,alto
Av. Venezuela,2025-05-05,Wednesday,19:00,20:00,no,Desfile,202,alto
Av. Venezuela,2025-05-05,Wednesday,20:00,21:00,no,Desfile,136,regular
Av. Venezuela,2025-05-05,Wednesday,21:00,22:00,no,Desfile,155,regular
Av. Venezuela,2025-05-05,Wednesday,22:00,23:00,no,Desfile,58,bajo
Av. Venezuela,2025-05-05,Wednesday,23:00,24:00,no,Desfile,84,bajo
Av. Paseo de la Republica,2025-05-06,Thursday,00:00,01:00,no,Partido de futbol,45,muy bajo
Av. Paseo de la Republica,2025-05-06,Thursday,01:00,02:00,no,Partido de futbol,59,bajo
